scenario,date,asset,return
2,Apr 2020,treas_30yr,0.027366134
2,May 2020,treas_30yr,0.02778767
2,Jun 2020,treas_30yr,0.028991876
2,Jul 2020,treas_30yr,0.029267008
2,Aug 2020,treas_30yr,0.029115239
2,Sep 2020,treas_30yr,0.03009941
2,Oct 2020,treas_30yr,0.030524369
2,Nov 2020,treas_30yr,0.031694445
2,Dec 2020,treas_30yr,0.029463549
2,Jan 2021,treas_30yr,0.029470649
2,Feb 2021,treas_30yr,0.030337441
2,Mar 2021,treas_30yr,0.031484992
2,Apr 2021,treas_30yr,0.032601285
2,May 2021,treas_30yr,0.032757741
2,Jun 2021,treas_30yr,0.031709184
2,Jul 2021,treas_30yr,0.03275443
2,Aug 2021,treas_30yr,0.033666426
2,Sep 2021,treas_30yr,0.032232955
2,Oct 2021,treas_30yr,0.030300261
2,Nov 2021,treas_30yr,0.029637268
2,Dec 2021,treas_30yr,0.029738619
3,Jan 2017,treas_30yr,0.032068141
3,Feb 2017,treas_30yr,0.03000965
3,Mar 2017,treas_30yr,0.030031342
3,Apr 2017,treas_30yr,0.02938876
3,May 2017,treas_30yr,0.032024797
3,Jun 2017,treas_30yr,0.034385734
3,Jul 2017,treas_30yr,0.035028059
3,Aug 2017,treas_30yr,0.038020618
3,Sep 2017,treas_30yr,0.038253641
3,Oct 2017,treas_30yr,0.038812899
3,Nov 2017,treas_30yr,0.038422754
3,Dec 2017,treas_30yr,0.038956708
3,Jan 2018,treas_30yr,0.039225252
3,Feb 2018,treas_30yr,0.040788014
3,Mar 2018,treas_30yr,0.042388143
3,Apr 2018,treas_30yr,0.042507159
3,May 2018,treas_30yr,0.041807046
3,Jun 2018,treas_30yr,0.041496244
3,Jul 2018,treas_30yr,0.041869546
3,Aug 2018,treas_30yr,0.043419072
3,Sep 2018,treas_30yr,0.041980799
3,Oct 2018,treas_30yr,0.042631056
3,Nov 2018,treas_30yr,0.044148409
3,Dec 2018,treas_30yr,0.043535573
3,Jan 2019,treas_30yr,0.043438828
3,Feb 2019,treas_30yr,0.04411691
3,Mar 2019,treas_30yr,0.042850721
3,Apr 2019,treas_30yr,0.042868084
3,May 2019,treas_30yr,0.040857959
3,Jun 2019,treas_30yr,0.039431839
3,Jul 2019,treas_30yr,0.04152331
3,Aug 2019,treas_30yr,0.046242822
3,Sep 2019,treas_30yr,0.044892005
3,Oct 2019,treas_30yr,0.048196561
3,Nov 2019,treas_30yr,0.047750485
3,Dec 2019,treas_30yr,0.047996224
3,Jan 2020,treas_30yr,0.049423676
3,Feb 2020,treas_30yr,0.051204744
3,Mar 2020,treas_30yr,0.047682404
3,Apr 2020,treas_30yr,0.049041424
3,May 2020,treas_30yr,0.048455562
3,Jun 2020,treas_30yr,0.047106664
3,Jul 2020,treas_30yr,0.04469064
3,Aug 2020,treas_30yr,0.046170854
3,Sep 2020,treas_30yr,0.047463063
3,Oct 2020,treas_30yr,0.048728533
3,Nov 2020,treas_30yr,0.049769701
3,Dec 2020,treas_30yr,0.051293539
3,Jan 2021,treas_30yr,0.049941022
3,Feb 2021,treas_30yr,0.048918868
3,Mar 2021,treas_30yr,0.047461284
3,Apr 2021,treas_30yr,0.04847885
3,May 2021,treas_30yr,0.049484104
3,Jun 2021,treas_30yr,0.049807501
3,Jul 2021,treas_30yr,0.050373689
3,Aug 2021,treas_30yr,0.049295351
3,Sep 2021,treas_30yr,0.050562887
3,Oct 2021,treas_30yr,0.051802973
3,Nov 2021,treas_30yr,0.048858358
3,Dec 2021,treas_30yr,0.048654561
1,Jan 2017,SPY,-0.058634678
1,Feb 2017,SPY,0.04426496
1,Mar 2017,SPY,-0.061276973
1,Apr 2017,SPY,0.012106123
1,May 2017,SPY,-5.91942e-4
1,Jun 2017,SPY,0.019806355
1,Jul 2017,SPY,-0.010886185
1,Aug 2017,SPY,-0.020502006
1,Sep 2017,SPY,0.040820674
1,Oct 2017,SPY,0.034950008
1,Nov 2017,SPY,-0.004491872
1,Dec 2017,SPY,-0.019786441
1,Jan 2018,SPY,0.067733046
1,Feb 2018,SPY,-0.002917978
1,Mar 2018,SPY,0.079439006
1,Apr 2018,SPY,-0.065527624
1,May 2018,SPY,0.028411357
1,Jun 2018,SPY,-0.004573889
1,Jul 2018,SPY,0.033661559
1,Aug 2018,SPY,0.001965317
1,Sep 2018,SPY,0.013465752
1,Oct 2018,SPY,0.001635072
1,Nov 2018,SPY,0.007776782
1,Dec 2018,SPY,0.070561665
1,Jan 2019,SPY,-0.067776599
1,Feb 2019,SPY,0.004914547
1,Mar 2019,SPY,0.035299555
1,Apr 2019,SPY,0.02958822
1,May 2019,SPY,0.052472999
1,Jun 2019,SPY,0.011650368
1,Jul 2019,SPY,-0.008145387
1,Aug 2019,SPY,0.04974442
1,Sep 2019,SPY,0.009807369
1,Oct 2019,SPY,-0.023889428
1,Nov 2019,SPY,0.024822878
1,Dec 2019,SPY,0.035610463
1,Jan 2020,SPY,0.030322128
1,Feb 2020,SPY,-0.054111121
1,Mar 2020,SPY,-0.028537638
1,Apr 2020,SPY,0.021554763
1,May 2020,SPY,0.055958206
1,Jun 2020,SPY,0.049485506
1,Jul 2020,SPY,0.033650279
1,Aug 2020,SPY,0.062395717
1,Sep 2020,SPY,0.015452959
1,Oct 2020,SPY,0.016748705
1,Nov 2020,SPY,-0.040798903
1,Dec 2020,SPY,0.065642588
1,Jan 2021,SPY,0.030066065
1,Feb 2021,SPY,-0.008096674
1,Mar 2021,SPY,0.00192783
1,Apr 2021,SPY,0.00426601
1,May 2021,SPY,0.003555638
1,Jun 2021,SPY,0.01930008
1,Jul 2021,SPY,0.047645547
1,Aug 2021,SPY,0.024781527
1,Sep 2021,SPY,-0.013582759
1,Oct 2021,SPY,-0.002333989
1,Nov 2021,SPY,0.011801819
1,Dec 2021,SPY,0.057547574
2,Jan 2017,SPY,0.083776124
2,Feb 2017,SPY,-0.020718431
2,Mar 2017,SPY,0.082526453
2,Apr 2017,SPY,0.011967348
2,May 2017,SPY,0.017469886
2,Jun 2017,SPY,-0.002766129
2,Jul 2017,SPY,0.0289379
2,Aug 2017,SPY,0.028344503
2,Sep 2017,SPY,-0.045626336
2,Oct 2017,SPY,-0.057253995
2,Nov 2017,SPY,0.038583816
2,Dec 2017,SPY,0.038076718
2,Jan 2018,SPY,-0.040975635
2,Feb 2018,SPY,0.027280937
2,Mar 2018,SPY,-0.056732559
2,Apr 2018,SPY,0.081662651
2,May 2018,SPY,-0.004394722
2,Jun 2018,SPY,0.031508613
2,Jul 2018,SPY,-0.020157721
2,Aug 2018,SPY,0.011890383
2,Sep 2018,SPY,0.006565099
2,Oct 2018,SPY,0.009608829
2,Nov 2018,SPY,-0.004893902
2,Dec 2018,SPY,-0.042679076
2,Jan 2019,SPY,0.090072444
2,Feb 2019,SPY,0.011380104
2,Mar 2019,SPY,-0.016795235
2,Apr 2019,SPY,1.80129e-5
2,May 2019,SPY,-0.034014476
2,Jun 2019,SPY,0.005666515
2,Jul 2019,SPY,0.023498766
2,Aug 2019,SPY,-0.034547315
2,Sep 2019,SPY,0.021259193
2,Oct 2019,SPY,0.03640674
2,Nov 2019,SPY,-0.007726287
2,Dec 2019,SPY,-0.021857198
2,Jan 2020,SPY,-0.005439383
2,Feb 2020,SPY,0.047400241
2,Mar 2020,SPY,0.053718947
2,Apr 2020,SPY,-0.005565042
2,May 2020,SPY,-0.034537283
2,Jun 2020,SPY,-0.032358704
2,Jul 2020,SPY,-0.008380898
2,Aug 2020,SPY,-0.041389486
2,Sep 2020,SPY,0.001859596
2,Oct 2020,SPY,-7.24553e-4
2,Nov 2020,SPY,0.072580327
2,Dec 2020,SPY,-0.019002796
2,Jan 2021,SPY,-0.005904306
2,Feb 2021,SPY,0.021054747
2,Mar 2021,SPY,0.03530277
2,Apr 2021,SPY,5.36957e-4
2,May 2021,SPY,0.016565365
2,Jun 2021,SPY,-0.016964647
2,Jul 2021,SPY,-0.028752
2,Aug 2021,SPY,0.004840125
2,Sep 2021,SPY,0.034156751
2,Oct 2021,SPY,0.020265661
2,Nov 2021,SPY,0.006363944
2,Dec 2021,SPY,-0.028789144
3,Jan 2017,SPY,0.055524447
3,Feb 2017,SPY,0.060807153
3,Mar 2017,SPY,-0.005244236
3,Apr 2017,SPY,-0.008096805
3,May 2017,SPY,-0.01947401
3,Jun 2017,SPY,0.065393618
3,Jul 2017,SPY,0.062494121
3,Aug 2017,SPY,-0.005926287
3,Sep 2017,SPY,-0.05814864
3,Oct 2017,SPY,-0.002271842
3,Nov 2017,SPY,-0.07423288
3,Dec 2017,SPY,0.058824877
3,Jan 2018,SPY,0.038659295
3,Feb 2018,SPY,-0.004394354
3,Mar 2018,SPY,0.031875198
3,Apr 2018,SPY,-0.181182238
3,May 2018,SPY,0.060513073
3,Jun 2018,SPY,-0.033696624
3,Jul 2018,SPY,0.021183597
3,Aug 2018,SPY,-0.045002599
3,Sep 2018,SPY,-0.024798061
3,Oct 2018,SPY,-0.005910421
3,Nov 2018,SPY,0.014319854
3,Dec 2018,SPY,-0.01173264
3,Jan 2019,SPY,0.005540526
3,Feb 2019,SPY,-0.009327636
3,Mar 2019,SPY,-0.059789557
3,Apr 2019,SPY,-4.2606e-4
3,May 2019,SPY,0.005705038
3,Jun 2019,SPY,0.054372223
3,Jul 2019,SPY,0.066203889
3,Aug 2019,SPY,0.051273414
3,Sep 2019,SPY,-0.041334591
3,Oct 2019,SPY,0.051091796
3,Nov 2019,SPY,0.102037212
3,Dec 2019,SPY,-0.079353199
3,Jan 2020,SPY,-0.096636131
3,Feb 2020,SPY,-0.11880205
3,Mar 2020,SPY,-0.142904919
3,Apr 2020,SPY,-0.011548174
3,May 2020,SPY,-0.122430383
3,Jun 2020,SPY,0.006812563
3,Jul 2020,SPY,-6.20799e-5
3,Aug 2020,SPY,0.028818513
3,Sep 2020,SPY,0.043918178
3,Oct 2020,SPY,0.024911252
3,Nov 2020,SPY,0.089472114
3,Dec 2020,SPY,0.005752922
3,Jan 2021,SPY,-0.042606032
3,Feb 2021,SPY,-0.080879228
3,Mar 2021,SPY,-0.022812803
3,Apr 2021,SPY,0.032918348
3,May 2021,SPY,-0.028374211
3,Jun 2021,SPY,0.022719687
3,Jul 2021,SPY,-0.007561403
3,Aug 2021,SPY,0.03718139
3,Sep 2021,SPY,-0.025923789
3,Oct 2021,SPY,0.013882451
3,Nov 2021,SPY,0.020521982
3,Dec 2021,SPY,0.025807152
1,Jan 2017,EAFE,-0.079034717
1,Feb 2017,EAFE,0.011572677
1,Mar 2017,EAFE,-0.082264758
1,Apr 2017,EAFE,-0.004285798
1,May 2017,EAFE,-0.016195278
1,Jun 2017,EAFE,0.023191793
1,Jul 2017,EAFE,0.005503145
1,Aug 2017,EAFE,-0.048367505
1,Sep 2017,EAFE,0.104883427
1,Oct 2017,EAFE,0.082145176
1,Nov 2017,EAFE,-0.019710208
1,Dec 2017,EAFE,-0.035725743
1,Jan 2018,EAFE,0.085266843
1,Feb 2018,EAFE,0.019823176
1,Mar 2018,EAFE,0.07782792
1,Apr 2018,EAFE,-0.030760983
1,May 2018,EAFE,0.07597633
1,Jun 2018,EAFE,0.02023603
1,Jul 2018,EAFE,0.054209531
1,Aug 2018,EAFE,-0.064936816
1,Sep 2018,EAFE,0.03690127
1,Oct 2018,EAFE,-0.009180804
1,Nov 2018,EAFE,-0.005930748
1,Dec 2018,EAFE,0.017037643
1,Jan 2019,EAFE,-0.073345081
1,Feb 2019,EAFE,0.007191243
1,Mar 2019,EAFE,0.021556794
1,Apr 2019,EAFE,0.014880102
1,May 2019,EAFE,0.041777875
1,Jun 2019,EAFE,0.090871306
1,Jul 2019,EAFE,-0.026598413
1,Aug 2019,EAFE,0.006326888
1,Sep 2019,EAFE,0.010712956
1,Oct 2019,EAFE,0.012212644
1,Nov 2019,EAFE,0.060315818
1,Dec 2019,EAFE,-0.017097171
1,Jan 2020,EAFE,0.041988214
1,Feb 2020,EAFE,-0.028838696
1,Mar 2020,EAFE,0.002054024
1,Apr 2020,EAFE,0.057164424
1,May 2020,EAFE,0.029667335
1,Jun 2020,EAFE,0.052215355
1,Jul 2020,EAFE,0.028056211
1,Aug 2020,EAFE,0.077995759
1,Sep 2020,EAFE,0.010699423
1,Oct 2020,EAFE,0.058110078
1,Nov 2020,EAFE,-0.00696683
1,Dec 2020,EAFE,0.056321648
1,Jan 2021,EAFE,0.04729838
1,Feb 2021,EAFE,0.002507657
1,Mar 2021,EAFE,-0.003559826
1,Apr 2021,EAFE,0.079476921
1,May 2021,EAFE,-0.029543583000000002
1,Jun 2021,EAFE,0.008966342
1,Jul 2021,EAFE,0.056540185
1,Aug 2021,EAFE,0.003459102
1,Sep 2021,EAFE,0.003459064
1,Oct 2021,EAFE,-9.15628e-4
1,Nov 2021,EAFE,0.015000012
1,Dec 2021,EAFE,0.078722143
2,Jan 2017,EAFE,0.102229799
2,Feb 2017,EAFE,0.006018672
2,Mar 2017,EAFE,0.10313058
2,Apr 2017,EAFE,0.023511906
2,May 2017,EAFE,0.030274366
2,Jun 2017,EAFE,-0.00939352
2,Jul 2017,EAFE,0.008474532
2,Aug 2017,EAFE,0.057453667
2,Sep 2017,EAFE,-0.098693388
2,Oct 2017,EAFE,-0.092303085000000007
2,Nov 2017,EAFE,0.047668296
2,Dec 2017,EAFE,0.052161678
2,Jan 2018,EAFE,-0.060588393
2,Feb 2018,EAFE,-4.04645e-6
2,Mar 2018,EAFE,-0.058056244
2,Apr 2018,EAFE,0.041704744
2,May 2018,EAFE,-0.052234836
2,Jun 2018,EAFE,0.00179288
2,Jul 2018,EAFE,-0.04056193
2,Aug 2018,EAFE,0.082945273
2,Sep 2018,EAFE,-0.019027376
2,Oct 2018,EAFE,0.019802403
2,Nov 2018,EAFE,0.010040974
2,Dec 2018,EAFE,0.003920052
2,Jan 2019,EAFE,0.094716855
2,Feb 2019,EAFE,0.007363697
2,Mar 2019,EAFE,-0.005569441
2,Apr 2019,EAFE,0.009873777
2,May 2019,EAFE,-0.025657171
2,Jun 2019,EAFE,-0.068921075
2,Jul 2019,EAFE,0.041747317
2,Aug 2019,EAFE,0.006412041
2,Sep 2019,EAFE,0.01559619
2,Oct 2019,EAFE,-7.53661e-4
2,Nov 2019,EAFE,-0.04223401
2,Dec 2019,EAFE,0.0301857
2,Jan 2020,EAFE,-0.019491708
2,Feb 2020,EAFE,0.025172625
2,Mar 2020,EAFE,0.01885104
2,Apr 2020,EAFE,-0.03990089
2,May 2020,EAFE,-0.011522295
2,Jun 2020,EAFE,-0.03556071
2,Jul 2020,EAFE,-0.005771675
2,Aug 2020,EAFE,-0.056487674
2,Sep 2020,EAFE,0.005534563
2,Oct 2020,EAFE,-0.040449696
2,Nov 2020,EAFE,0.032371034
2,Dec 2020,EAFE,-0.017375365
2,Jan 2021,EAFE,-0.024602149
2,Feb 2021,EAFE,0.010432993
2,Mar 2021,EAFE,0.035541776
2,Apr 2021,EAFE,-0.067249346
2,May 2021,EAFE,0.049755302
2,Jun 2021,EAFE,-0.004143049
2,Jul 2021,EAFE,-0.0376587
2,Aug 2021,EAFE,0.022622456
2,Sep 2021,EAFE,0.01528405
2,Oct 2021,EAFE,0.018043118
2,Nov 2021,EAFE,0.002391527
2,Dec 2021,EAFE,-0.050488947
3,Jan 2017,EAFE,0.045942605
3,Feb 2017,EAFE,0.068291198
3,Mar 2017,EAFE,-0.046999687
3,Apr 2017,EAFE,-0.031324705
3,May 2017,EAFE,0.004185682
3,Jun 2017,EAFE,-0.009370044
3,Jul 2017,EAFE,0.063550661
3,Aug 2017,EAFE,-0.026736907
3,Sep 2017,EAFE,-0.117590889
3,Oct 2017,EAFE,-0.005495327
3,Nov 2017,EAFE,-0.095331312
3,Dec 2017,EAFE,0.042674595
3,Jan 2018,EAFE,0.001975696
3,Feb 2018,EAFE,-0.019179595
3,Mar 2018,EAFE,0.027075124
3,Apr 2018,EAFE,-0.151641534
3,May 2018,EAFE,0.078226628
3,Jun 2018,EAFE,-0.055973527
